#PlayRegionParam=PLAY_REGION_PARAM_ST
ID,Name,playRegionSpId,EventFlagId0,LimitationTime,EventFlagId1,EventFlagId2,DisolvedEventFlag,LoadOfCinder [ON_OFF],IsEnableEvent,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,BonfireEventId0,BonfireEventId1,BonfireEventId2,BonfireEventId3,BonfireEventId4,BonfireEventId5,BonfireEventId6,BonfireEventId7,BonfireEventId8,BonfireEventId9,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,pad1
300021,Ojo 1_21 -- 王城1_21,300020,0,20,0,13000830,180,0,0,0,0,0,0,0,0,0,3001951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300022,Ojo 1_22 -- 王城1_22,300020,0,20,0,13000830,180,0,0,0,0,0,0,0,0,0,3001951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300023,Ojo 1_24 -- 王城1_24,0,-1,20,13000830,0,180,0,0,0,0,0,0,0,0,0,3001951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
300024,Ojo 1_25 -- 王城1_25,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301000,Ojo 2_00 -- 王城2_00,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,3011952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301001,Ojo 2_01 -- 王城2_01,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301002,Ojo 2_02 -- 王城2_02,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301003,Ojo 2_03 -- 王城2_03,301010,0,20,0,13010800,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301010,Ojo 2_10 -- 王城2_10,0,-1,20,13010800,0,180,0,0,0,0,0,0,0,0,0,3011951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
301011,Ojo 2_11 -- 王城2_11,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310000,_00 City of the tower -- 塔の街_00,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,3101953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310001,_01 City of the tower -- 塔の街_01,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,3101953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310002,_02 City of the tower -- 塔の街_02,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,3101952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310003,_03 City of the tower -- 塔の街_03,310010,0,20,0,13100800,180,0,0,0,0,0,0,0,0,0,3101951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310004,_04 City of the tower -- 塔の街_04,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3101951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310020,_20 City of the tower -- 塔の街_20,0,-1,20,13100800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
310021,_21 City of the tower -- 塔の街_21,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3301956,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320001,Bridge _01 -- 橋_01,320010,0,20,0,13200800,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320002,Bridge _02 -- 橋_02,0,-1,20,13200800,0,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320010,Bridge _10 -- 橋_10,320020,0,20,0,13200850,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320011,Bridge _11 -- 橋_11,0,-1,20,13200850,0,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320012,,320020,0,20,0,13200850,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320013,,320020,0,20,0,13200850,180,0,0,0,0,0,0,0,0,0,3201953,3201951,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
320020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330000,,0,-1,20,13300850,0,180,1,0,0,0,0,0,0,0,0,3301952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330001,Poison Swamp forest _01 -- 毒沼の森_01,330010,0,20,0,13300110,180,1,0,0,0,0,0,0,0,0,3301952,3301953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330002,Poison Swamp forest _02 -- 毒沼の森_02,330010,0,20,0,13300110,180,1,0,0,0,0,0,0,0,0,3301952,3301953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330010,,0,-1,20,13300800,0,185,0,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330011,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,3301954,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330012,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330013,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330014,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330015,,330020,0,20,0,13300800,185,1,0,0,0,0,0,0,0,0,3301951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3301951,3301952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330021,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
330022,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341000,Ojo 3_00 -- 王城3_00,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341001,Ojo 3_01 -- 王城3_01,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341002,Ojo 3_02 -- 王城3_02,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341003,Ojo 3_03 -- 王城3_03,341010,13410595,20,0,13410830,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341010,Ojo 3_10 -- 王城3_10,0,-1,20,13410830,0,180,0,0,0,0,0,0,0,0,0,3411950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
341011,Ojo 3_11 -- 王城3_11,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350000,,0,-1,20,13500800,0,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350001,Basilica Church _01 -- 聖堂教会_01,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350002,Basilica Church _02 -- 聖堂教会_02,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350003,Basilica Church _03 -- 聖堂教会_03,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350004,,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350005,,350010,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501951,3501952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350010,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3501952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350011,,350020,0,20,0,13500800,180,0,0,0,0,0,0,0,0,0,3501952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
350020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3501950,3501951,3501952,3501953,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
360001,God Grave _01 -- 神墓_01,360010,0,20,0,13600850,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
360002,God Grave _02 -- 神墓_02,0,-1,20,13600800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
360003,God Grave _03 -- 神墓_03,0,-1,20,13600850,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370001,Anole Ruins _01 -- アノール遺跡_01,370010,13700201,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,3701950,3701955,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370002,Anole Ruins _02 -- アノール遺跡_02,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370003,Anole Ruins _03 -- アノール遺跡_03,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,3701955,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370004,,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370005,,370010,0,20,0,13700850,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370006,,0,-1,20,13700850,0,180,0,0,0,0,0,0,0,0,0,3701951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370007,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370008,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370010,,370020,0,20,0,13700800,185,1,0,0,0,0,0,0,0,0,3701952,3701953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370011,,370020,0,20,0,13700800,185,1,0,0,0,0,0,0,0,0,3701952,3701953,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370012,,370020,0,20,0,13700800,185,1,0,0,0,0,0,0,0,0,3701952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
370013,,0,-1,20,13700800,0,185,0,0,0,0,0,0,0,0,0,3701952,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380000,,0,-1,20,13800800,0,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380001,Dungeon _01 -- ダンジョン_01,380010,0,20,0,13800800,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380002,Dungeon _02 -- ダンジョン_02,380010,0,20,0,13800800,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380003,Dungeon _03 -- ダンジョン_03,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380010,,0,-1,20,13800830,0,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380011,,0,-1,20,13800830,0,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380012,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380013,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380014,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380015,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380016,,380020,0,20,0,13800830,185,0,0,0,0,0,0,0,0,0,3801954,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3801956,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380021,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390000,,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,3901952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390001,Dungeon _01 -- 地下牢_01,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,3901952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390002,Dungeon _02 -- 地下牢_02,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,3901952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390003,Dungeon _03 -- 地下牢_03,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390004,,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390005,,0,-1,20,13900800,0,180,0,0,0,0,0,0,0,0,0,3201951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390006,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3201951,3901952,3901950,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400000,,0,-1,20,14000830,0,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400001,Base _01 -- 拠点_01,400010,0,20,0,14000830,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400002,Base _02 -- 拠点_02,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400010,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400100,,0,-1,20,14000800,0,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,-
400101,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,-
400102,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400110,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
410000,,0,-1,20,14100800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
410001,,410010,0,20,0,14100800,180,0,0,0,0,0,0,0,0,0,4101951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
410002,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,4101950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450000,,0,-1,20,14500800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450001,,450010,0,20,0,14500890,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450002,,450010,0,20,0,14500890,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450003,,450010,0,20,0,14500890,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450004,,450010,0,20,0,14500890,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450005,,450010,0,20,0,14500890,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450006,,450010,0,20,0,14500890,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450010,,0,-1,20,14500860,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450011,,450020,0,20,0,14500890,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
450020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
460000,,460010,0,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
470000,,470010,0,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
500000,,0,-1,20,15000800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
500001,,500010,0,20,0,15000800,180,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
500002,,500010,0,20,0,15000800,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
500003,,500010,0,20,0,15000800,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
500020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510000,,0,-1,10,15100895,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510001,,510010,0,20,0,15100890,180,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510002,,510010,0,20,0,15100890,180,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510003,,510010,0,20,0,15100890,180,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510004,,510010,0,20,0,15100890,180,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510005,,510010,0,20,0,15100890,180,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510010,,0,-1,20,15100850,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510011,,510020,0,20,0,15100890,180,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
510020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
511000,,0,-1,20,15110800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
511001,,511010,0,10,0,15110800,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
511010,,0,-1,20,15110890,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
511020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
530000,,530010,0,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
540000,,540010,0,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
981001,Test Map _01 -- テストマップ_01,981010,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
981002,Test Map _02 -- テストマップ_02,981010,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
981003,Test Map _03 -- テストマップ_03,981010,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
981004,Test Map _04 -- テストマップ_04,981010,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
981005,Test Map _05 -- テストマップ_05,981010,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
